Politik,Strana,Relácia,Výrok,Rok,Mesiac,Hodnota
Peter Pellegrini,Hlas-SD,O 5 minút 12,"Ani v Rakúsku nemajú dosť, ani v Nemecku (ochranných rúšok, pozn.).",2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,Medzitým domáci výrobcovia nám už začínajú šiť (rúška - pozn.).,2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,"Chcem poďakovať napr. majiteľom a prevádzkovateľom veľtržného komplexu Incheba, ktoré môže byť použité v prípade nejaké mimoriadnej situácie na koncentráciu osôb.",2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,"Opatrenia na zabránenie šírenia ochorenia Covid-19: povinná 14-dňová karanténa pre všetkých, ktorí sa vrátia zo zahraničia; kontroly na veľkých hraničných priechodoch; všetky školy a školské zariadenia budú zatvorené od 16. do 27.3.2020; zastavená je medzinárodná vlaková a autobusová doprava; nákladná preprava je povolená s cieľom zabezpečiť zásobovanie; osobné výletné lode nesmú na Slovensku pristavovať; všetky medzinárodné osobné lety zo/do SR sú zastavené; slovenská pošta funguje v obmedzenom režime; zatvorené sú lyžiarske strediská, wellness centrá, zábavné parky, aquaparky, bary, diskotéky, detské kútiky, fittness centrá, kúpele, divadlá, kiná, múzeá; platí zákaz organizovať športové kultúrne a spoločenské podujatia; zákaz návštev v nemocniciach, domovoch soc. služieb, domovoch dôchodcov, detských domovoch; tento víkend je v obchodných centrách možnosť nakúpiť len potraviny, drogériu či lieky, otvorené sú aj novinové stánky; zavádza sa aj obmedzenie otváracích hodín v klientských centrách či okresných úradoch na tri hodiny denne; zaviedla sa špeciálna OČR - nakoľko deti sú doma zo zákona - nahlasuje sa telefonicky - netreba nikam chodiť osobne.",2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,"A náčelník Generálneho štábu, predstavitelia armády a Ministerstva vnútra dostali pokyn odo mňa už pred dvoma týždňami vypracovať plány, akým spôsobom by sme vedeli hermeticky uzavrieť menšiu obec, menšie mesto.",2020,4,Neoveriteľné
Peter Pellegrini,Hlas-SD,O 5 minút 12,Doteraz (do 15. marca 2020 - pozn.) sme Poľskú republiku nechávali otvorenú (hranice - pozn.).,2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,"5 ich bolo identifikovaných (prípadov nákazy koronavírusom v deň vysielania relácie 15.3. o 11:55, pozn.) v Trenčíne, jeden dospelý na Kramároch, jedno dieťa na Kramároch, jeden je z Trnavy, jeden pacient z Banskej Bystrice a jeden z Martina, čiže naozaj už dnes máme tu mapu, kde máme označeného nakazeného človeka takú, že sa už naozaj dotýka každého jedného regiónu Slovenskej republiky.",2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,"Vláda veľmi v predstihu oproti iným krajinám, prijala relatívne drastické reštriktívne opatrenia. Ukazuje sa, že vďaka tomu sme pravdepodobne zmiernili nárast tej krivky...",2020,4,Pravda
Peter Pellegrini,Hlas-SD,O 5 minút 12,"Na nový koronavírus neexistuje liek, neexistuje vakcína.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Určite prichádzajú ťažšie ekonomické časy … vo všeobecnosti prichádza ťažšie obdobie, ale neprichádza ťažšie obdobie iba pre Slovensko, ale pre celú Európu a celý svet.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Ak ten deficit bude, tak ako hovorí Rada pre rozpočtovú zodpovednosť, rádovo o 2- 6 % vyšší, čiže nie, lebo s tými rizikami nadefinovali na 2,5, takže môžme sa blížiť až k nejakým deviatim percentám HDP, tak to je taký zásah do nášho dlhu Slovenska, ktorý nebude možné práve s prichádzajúcou recesiou, ochladzovaním a ešte do toho koronavírusu, do toho samotný koronavírus, takže nebude možné ho nejako prudko znižovať.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Vláda avizovala, že bude odklad daňových priznaní z dani z príjmu, k tomu samozrejme urobiť treba legislatívu.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Naša ekonomika pred koronavírusom dopadmi bola v rámci Európy naštartovaná dobre a aj hospodársky rast, aj keď bol nižší, bol stále hospodárskym rastom nad 2 percentá.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"V tom momente, keď vlastne prebiehala tá tlačová beseda (Richarda Sulíka k trinástim vládnym opatreniam k boju s COVID-19, pozn.), tak ešte sme nemali kvantifikáciu práve z ministerstva financií, z Inštitútu finančnej politiky, ktorý práve toto má vo svojej kompetencii.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Sa pripravuje na Európskej komisii… špeciálny balík ešte pre jednotlivé štáty mimo týchto peňazí z eurofondov, z tých tzv. centrálnych bruselských, ktoré by mali byť natlačené späť do ekonomiky, ak by každý kto na koronavírus utrpel, aby sa z toho vedel pozviechať.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Sa pripravila legislatíva tak, aby toto čerpanie (prostriedkov z eurofondov presunutých v rámci operačných programov na boj s COVID-19, pozn.) bolo oveľa jednoduchšie ako bežne, čo je mimoriadne dôležité, lebo väčšinou, keď robíte nejakú zmenu, musíte si ju dať schváliť. Schvaľuje vám ju Európska komisia rok, teraz to pôjde bez schválenia veľmi rýchlo.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Európska komisia povedala, že budú môcť členské štáty presúvať finančné prostriedky až do výšky 8 % z eurofondov v rámci operačných programov. Tu by sme k týmto 527 miliónom mohli dodatočne získať ďalších niekoľko 100.000.000 eur.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Podarilo sa práve posledné dni urobiť aj veľký posun z hľadiska možného financovania dopadov koronavírusu na ekonomiku štátu… po telekonferencii s Bruselom, v stredu po tej konferencii naši veliaci orgánmi vo štvrtok má Slovensko k dispozícii 527.000.000 EUR zo súčasného programového obdobia.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Mnohé firmy dnes zápasia práve tým, že nemajú tržby, že museli zavrieť a pod. s dostatkom peňazí… sú tu rodičia, ktorí dnes ostali doma, pretože sú uzavreté školy.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Preto sme na poslednej vláde, ktorá bola teda ešte riadna, nie tá, ktorá odvolávala iba štátnych tajomníkov, schválili koncepciu, že všetko to, čo sa udeje a všetky dáta, ktoré sa zozbierajú, sa budú stretávať na jednom mieste. Budú sa stretávať na úrade podpredsedu vlády pre investície a informatizáciu a na Národnej agentúre pre sieťové elektronické služby a táto naša inštitúcia aktívne komunikuje s každým, kto vytvorí akúkoľvek aplikáciu, ktorá by mohla pomôcť práve preto, aby nám nevznikali mnohé aplikácie, ale aby sme všetky informácie sústredili na jedno miesto.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Dnes my vieme podľa iba tých, ktorí majú prejavy a prídu alebo zatelefonujú, proste povedia, že sú nakazení a sa im to prejavuje. Tých vieme identifikovať, ale akékoľvek bezpríznakové, ktorí vlastne prechádzajú tou chorobou, to nevieme momentálne monitorovať, lebo tí ľudia necítia tie príznaky a my to netestujeme.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"My momentálne máme k dispozícii 100 000 ďalších testov, okrem tých tisícov, ktoré sú už na Slovensku… tých prvých 100 000 testov naviac, okrem tých tisícov, čo tu je, máme tu. Máme aj súkromné laboratóriá, ktoré pozastavili robenie komerčných testov. Čakajú na to, ako ich usmerní štát a keď sa nový krízový štáb a nový minister rozhodne, naozaj masívne testovanie sa spustiť dá.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Vo Francúzsku sa testovalo ľudí oveľa menej na 1 000 000 obyvateľov (než na Slovensku, pozn.). Tak isto v Nemecku, tak isto v Anglicku a mnohých ďalších krajinách.",2020,4,Nepravda
Richard Raši,Hlas-SD,O 5 minút 12,"Musíme ich (pľúcnych ventilácií - pozn.) dokúpiť toľko a to je zhruba tých 100, čo by mohlo byť, aby sme, že stále vedeli ich aj obslúžiť zamestnancami odbornými.",2020,4,Neoveriteľné
Richard Raši,Hlas-SD,O 5 minút 12,"Tú umelú pľúcnu ventiláciu robí prístroj, ktorý obsluhuje špecialista odborník. Sú to pracovníci z jednotky intenzívnej starostlivosti, z anestéziologických resuscitačných oddelení a aj na počet obyvateľov máme tých ventilátorov aktívnych viac, ako Taliansko.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Tie (pľúcne, pozn.) ventilátory sú kľúčovou zložkou práve udržania človeka pri živote, keď ho to zasiahne v tom najvyššom štádiu.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Ako som už ja vravel pred pár dňami na tlačovke, chystáme vám ešte aj balík financií, ktorý vám bude vedieť pomôcť (pri znižovaní následkov pandémie COVID-19, pozn.)",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Vidíte, že v celom svete tie ceny rúšok a všetkého stúpajú, pretože bohužiaľ aj niektorí obchodníci zneužívajú túto príležitosť a cítia, že by mohli rýchlo zarobiť veľké peniaze.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Posledné dni sa hovorí o matematických modeloch, ktoré boli urobené a ktoré hovoria o tom, ako sa pandémia môže šíriť alebo táto chrípka šíriť menej, keď sa budeme menej pohybovať. A zistilo sa, že keď tie opatrenia budú naozaj prísne, zatvoríme školy, škôlky, obchody a nebudeme sa zhromažďovať, tak vieme stlačiť ten počet, ktorí môžu byť infikovaní na 25 % a to len keď sa budeme menej pohybovať a menej stretávať. Ale keď budeme všetci nosiť rúška alebo pokrývky tváre, … tak vieme to riziko pandémie eliminovať úplne.",2020,4,Nepravda
Richard Raši,Hlas-SD,O 5 minút 12,"Okrem milióna viac ako milióna rúšok, ktoré došli vlastne koncom tohto týždňa, viac ako 100 000 testov, sú práve teraz na ceste ďalšie milióny viac ako 2 000 000 masiek, respirátory FF2, FF3. Viem, že štátne hmotné rezervy podpísali zmluvy na zhruba na viac ako 20 000 000 ďalších rúšok.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"Všetky štátne nemocnice si už keď sa tento vírus rozvíjal v Číne, zabezpečili ochranné pracovné pomôcky a vlastne doteraz zo štátnych hmotných rezerv nemuseli byť zásobované, pretože každá z nemocníc, ktoré patria pod štát, bola povinná si vytvoriť rezervy.",2020,4,Nepravda
Eduard Heger,Oľano,O 5 minút 12,"Bude veľmi dôležité ochrániť práve tie rizikové skupiny, čo vieme, že sú práve starší ľudia alebo so zníženou imunitou.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Čo nám trošku chýbalo je, že zabezpečenie dostatku ochranných prvkov, pretože vidíme, že práve tí ľudia v tej prvej línie, či sú to lekári, zdravotné sestry, záchranné služby, ale aj lekárnici, tak stále nedisponujú dostatkom týchto ochranných prvkov.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"My sme to vlastne hovorili počas celého toho priebehu, že tieto rázne kroky (proti pandémii COVID-19, pozn.) bolo nevyhnutné urobiť a teda je dobré, že ich vláda urobila.",2020,4,Pravda
Eduard Heger,Oľano,O 5 minút 12,"Vidíme, že aj tie najvyspelejšie krajiny sa s tým (s pandémiou COVID-19, pozn.) pasujú a majú problém uniesť ten prudký nápor nakazených ľudí.",2020,4,Pravda
Richard Raši,Hlas-SD,O 5 minút 12,"My zažívame tu v Európe niečo, s čím ešte nemáme reálnu skúsenosť. Tá posledná obrovská pandémia, kde zomierali státisíce ľudí, bola pred 100 rokmi. Bolo to tzv. Španielska chrípka.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Väčšina tejto sociálnej pomoci, ktorú sme dnes predstavili, aby mohla byť rýchlo distribuovaná medzi ľudí, bude distribuovaná na základe čestných vyhlásení, tzn. my nebudeme teraz 3 mesiace skúmať, či mal naozaj človek pokles obratu taký alebo taký, my sa do veľkej miery spoľahneme na čestné vyhlásenie, že teda mám problém, mám takýto pokles obratu a my mu pošleme peniaze. Samozrejme, aby to nebolo zneužívané, spätne po dobehnutí krízy bude vykonaná finančná kontrola, či ten človek nepodvádzal a chcel by som varovať prípadných podvodníkov, ktorí je absolútne minimum, ale chcem ich varovať, že v čase takýchto mimoriadnych situácií sú trestné sadzby za mnohé trestné činy zdvojnásobené.",2020,4,Zavádzajúce
Richard Sulík,SaS,V politike,"Nakoniec bola priamo v parlamente, to bolo pozmenené ten pôvodný návrh (zákona o využití dát mobilných operátorov, pozn.).",2020,4,Pravda
Roman Mikulec,Oľano,V politike,"Tieto údaje (od mobilných operátorov, pozn.) budú anonymizované a bude to zbierať Úrad verejného zdravotníctva, samozrejme v spolupráci aj s inými zložkami.",2020,4,Zavádzajúce
Roman Mikulec,Oľano,V politike,"To v žiadnom prípade nie je žiadne špicľovanie a sledovanie nikoho a toto (využívanie dát od mobilných operátorov, pozn.) bolo predstavené kvôli tomu, aby sme mali a mohli zabezpečiť kontrolu práve v súvislosti aj s dodržiavaním tých karanténnych opatrení s tým, aby sme vedeli ľuďom podať informáciu, či mohli byť alebo boli v styku s niekým pozitívne testovaným a mohli sme ich patrične o tom upovedomiť.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Budúci minister zahraničných vecí, Ivan Korčok, tiež nestraník.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Tie opatrenia, ktoré ja som dával do parlamentu v stredu, prešli jednomyseľne. Spolupracovníkov som si vyberal tak, že jeden môj štátny tajomník pán Mihál je známy ako liberálny odborník na odvody, prácu, dôchodky a atď. pani štátna tajomníčka Gáborčáková je známa ako konzervatívna odborníčka na sociálnu pomoc a zariadenia sociálnej pomoci. Šéf Sociálnej poisťovne, ktorého určite v čase tejto krízy nebudem meniť, je poslanec za opozičný Smer.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Na ministerstve hospodárstva je krízový štáb toho samotného ministerstva. Zo zákona to síce vediem ja, ale potom je tam niečo ako výkonný človek a to chcem zveriť Jane Kiššovej, ktorá je momentálne moja poradkyňa, je to naša dlhoročná poslankyňa bývalá... Viem, že aj iné ministerstvá majú svoje vlastné krízové štáby.",2020,4,Pravda
Richard Sulík,SaS,V politike,Európska únia dala k dispozícii veľké množstvo peňazí. Je to 750 miliárd EUR...a to sa bude nejak rozdeľovať na tie krajiny cez komerčné banky.,2020,4,Pravda
Richard Sulík,SaS,V politike,"Pokiaľ my nechceme skončiť ako Taliansko, Španielsko, kde sa to ale že úplne kompletne vymklo spod kontroly, 1000 mŕtvych denne, to je niečo strašidelné. Tie čísla rastú, čísla nakazených rastú čoraz rýchlejšie v západnej Európe. Najmä teda v krajinách Francúzsko, Nemecko a špeciálne obzvlášť Taliansko a Španielsko.",2020,4,Pravda
Roman Mikulec,Oľano,V politike,"Čo sa týka tej Gelnice (rómskej osady uzatvorenej do karantény, pozn.), je tam je cca 80 ľudí a momentálne tomu dotyčnému, ktorý sa vrátil do tej osady včera mu boli zobraté stery a čakáme na výsledok testu, a potom pokiaľ budeme vedieť výsledky, tak budeme postupovať ďalej.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Ten odklad odvodov to sú tie odvody tzv.  za zamestnávateľa. Tie si budú môcť odložiť. Ale súčasťou toho, čo bude priamo preplácať takýmito príspevkami štát, bude tá časť odvodov za zamestnanca a dokonca daň za zamestnanca, čiže na to dostanú nenávratný príspevok. To nebudú musieť vracať. To priamo odvedú, pretože to je vrátane toho príspevku, ktorým prispievame na platy zamestnancov.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Firme, ktorej na mesačnej báze klesol obrat o 40 %, to sú tie postihnuté, tak nemusí platiť odvody teraz, zaplatí neskôr. Akože odložíme povinnosť platiť odvody. Tak isto odložíme povinnosť platiť preddavky na daň. To sú tie opatrenia z týchto to piate a šieste a siedme... No a takisto, ak mala nejaká firma v minulosti stratu, ona si ju smie zo ziskov v ďalších rokoch odpočítať, ale sú tam nejaké pravidlá, že smie si odpočítať každý rok iba pätinu. My sme dovolili teraz tým firmám odpočítať všetko, čiže ak mala povedzme 2018 rok bola firma v strate alebo nabiehala a tak ďalej, v 2019 mala zisk, tak si smie celú stratu odrátať naraz a nie, že na 5 rokov rozratúvať… Máme niekoľko tisíc firiem, ktoré mali stratu. Tým pomôžeme takto.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Kto chce vstúpiť do predajne samozrejme rúško musí mať, musí tam byť dezinfekcia, môže vstúpiť len taký počet ľudí, aby mal každý k dispozícii plochu najmenej 25 m2… Odporúčame, nie je to povinnosť merať pri vstupe teplotu.",2020,4,Pravda
Richard Sulík,SaS,V politike,Jedna vec je tá povinnosť nosiť rúška. Dnes už je zakázané vyjsť na ulicu bez rúška a pod hrozbou pokuty.,2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Taký ten berte to rámcový odhad je, že 95 % občanov rešpektuje to nariadenie alebo sú ohľaduplní tým, že nosia rúška, lebo vlastne my tými rúškami nechránime seba, každý z nás chráni tých ľudí, ktorých stretáva.",2020,4,Pravda
Roman Mikulec,Oľano,V politike,"Polícia by mala byť momentálne dostatočne zásobená všetky zložky a najmä tí, ktorí sú v teréne a ktorí majú dohliadať na tieto opatrenia, tak sú vybavení všetkými ochrannými prostriedkami tak, ako majú byť.",2020,4,Neoveriteľné
Roman Mikulec,Oľano,V politike,"No polícia už teraz dohliada na dodržiavanie tých pravidiel, ktoré boli stanovené, ako ste spomenuli napr. povinnosť nosenia rúšok. Mám tu aj dokonca nejaké čísla o tom, aké boli priestupky. Mali sme 803 priestupkov v oblasti karantény, dodržiavanie karantény. Mali sme 218 porušení zákazu otvorenia reštauračných zariadení. Mali sme 3× trest, čo sa týka trestných činov. 2× šírenie poplašnej správy. 3× šírenia nákazlivej choroby a tak ďalej.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Ešte tu máme tu ďalšiu možnosť, ktorú som spomenul, že keď sa niekto dostane myslím ten zamestnávateľ do nejakých krátkodobých finančných problémov s hotovosťou, ešte tam bude mať obrovskú možnosť 500.000.000 EUR mesačne, aby dostal pôžičku na preklenutie.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Na ministerstve práce a sociálnych vecí, ako aj na inšpektorátoch práce sú zriadené takéto linky (na ktoré sa môžu ľudia obracať s pracovno-právnymi problémami, pozn.) a budeme ich posilňovať toľko, koľko bude treba, aby každý občan si vedel odkonzultovať, že v akom prípade ako má postupovať.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Krízový štáb minulý piatok dospel k záveru, že hranice prakticky hermeticky uzavrieme a to znamená konkrétne to, že budú nejaké 3 skupiny ľudí, ktorí môžu chodiť cez hranice a to sú tí tzv. pendleri, ktorí bývajú kúsok za hranicou občania Slovenskej republiky, tam je také pásmo 30 kilometrové, čiže dostanú nejakú špeciálnu povolenku. Potom druhá skupina, to sú vodiči nákladných áut, ktorí tiež budú mať nejaké špeciálne oprávnenie, že môžu chodiť a tretia skupina budú rôzni špecialisti.",2020,4,Pravda
Roman Mikulec,Oľano,V politike,"Doposiaľ sme sa snažili splniť všetky požiadavky tak, ako boli požadované a zariadenia štátne sú momentálne kapacitne takmer plné (zariadenia určené na povinnú karanténu pre ľudí po návrate zo zahraničia, pozn.). Samozrejme už mnohí tí ľudia, ktorí tam boli umiestnení aj odišli. Boli už prepustení do domácej karantény a momentálne rokujeme aj s vyššími územnými celkami a samosprávou o možnosti sprístupnenia ďalších voľných kapacít, ako sú internáty a ďalšie zariadenia.",2020,4,Pravda
Roman Mikulec,Oľano,V politike,"Polícia kontroluje dodržiavanie karantény, aj domácej karantény. Samozrejme občania môžu nahlasovať na čísla 158 alebo 159 porušenie karantény. Polícia v tomto zmysle potom preveruje tie podnety dokumentuje, ale odstupuje na príslušné orgány, okresné a orgány to myslím na Úrad verejného zdravotníctva, pretože oni sú potom oprávnení udeľovať sankcie. Môže to byť až do výšky 1 569 EUR, ak sa nemýlim, a tieto opatrenia potom sú odstupované na riešenie im, respektíve tie sankcie.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Čo už bolo schválené v stredu v parlamente, čiže každý človek, ktorý sa stará doma dieťa, ktoré má zavretú školu, bude dostávať po celú dobu finančný príspevok vo výške 55 % hrubej mzdy ako ošetrovné a v prípade ak ktorémukoľvek zamestnancovi bola nariadená nemocenská, pretože musí byť v karanténe alebo v izolácii pre podozrenie.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Ide o najväčšiu finančnú pomoc ľuďom aj firmám v dejinách Slovenska a to svojím finančným rozsahom. Počítame s tým, že bude stáť jednu miliardu priamej pomoci mesačne, plus 500 miliónov v štátnych zárukách. To budú tie pôžičky pre dotknuté subjekty, ktoré nebudú mať dostatok hotovosti a jedná sa o pomoc, ktorá zasiahne milión ľudí alebo teda ktorá pomôže milión ľuďom. Z toho 800 tisíc zamestnancom a približne 250 tisíc SZČO  a živnostníkov. To prvé zásadné opatrenie, ktoré je, že každý podnik, či už je to firma alebo živnostník, ktorá je priamo zasiahnutá krízou, čiže na základe nariadenia vlády musela zavrieť svoju prevádzku, dostane preplatených 80 % platu zamestnanca, tzn., že budeme žiadať spoluúčasť aj zamestnanca v tom, že jeho plat klesne o 20 %, ak je doma. Všetko sa to týka ľudí, ktorí sú doma alebo ktorým hrozí, že by boli prepustení a celý ten zvyšok toho platu zamestnávateľovi preplatí štát.",2020,4,Pravda
Milan Krajniak,SME RODINA,V politike,"Máme firmy a SZČO, ktoré neboli priamo zavreté nariadením vlády, ale keďže pôsobia ako subdodávatelia týchto firiem, tak im klesol obrat. Ak im klesol o 20 %, dostanú na každého zamestnanca a SZČO aj na seba samého príspevok 180 EUR mesačne. Ak im klesol viac ako 40 % do 60 % dostanú 300 EUR mesačne na zamestnanca. Medzi 60 % a 80 % dostanú 420 EUR na zamestnanca príspevok a ak to poklesne o 80 a viac percent 540 EUR na zamestnanca.",2020,4,Pravda
Richard Sulík,SaS,V politike,"Už sa hýbeme v miliardových čiastkach (náklady na pomoc zamestnávateľom, pozn.)",2020,4,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Tým, že sme pridali teda dodatočné hygienické opatrenia a sprísnili sme štandard trebárs áno, aj maximálny počet ľudí v obchode, ... že sme zaviedli povinné rukavice alebo dezinfekciu rúk pri vstupe, povinné rúška a tieto ostatné opatrenia, sa nám podarilo po prvé oddialiť ten najkritickejší bod na polovičku júla a po druhé, ten počet pľúcnych ventilácií potrebných sme znížili z 2 pol tisíc na tisíc a to už je reálne množstvo, ktoré by sme mali byť schopní zabezpečiť aj na základe tej dnešnej dohody.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Dnešný ten stav, ktorý predikujú z Inštitútu zdravotnej politiky hovorí o tom, že my budeme mať podobný počet ochorení niekedy takto za rok.",2020,5,Nepravda
Igor Matovič,Oľano,Sobotné dialógy,"Bankový odvod je 300.000.000 eur, ktoré slovenské banky ročne zaplatia.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Preplatiť tým firmám, ktoré v podstate povinne sú zatvorené, kvôli tomu, že aby sme teda bránili šíreniu vírusu, tak tým preplácame 80 % hrubej mzdy s tým, že teda zamestnanec vzhľadom na to, že je doma predpokladáme, že zamestnávateľ sa s ním dohodne, že dvadsaťpercentné zníženie mzdy a odvody zaplatí zaňho zamestnávateľ. Potom živnostníkom a zamestnancom všetkých ostatných firiem, ktoré utrpeli vlastne pokles tržieb platíme od 180 alebo prispievame na plat od 180 do 540 EUR. ... prečo aj na nich sa to nevzťahuje, lebo vlastne toto opatrenie sme nastavili podľa toho, čo nám umožňovala Európska komisia, že maximálna pomoc môže byť 200.000 EUR mesačne pre jednu firmu a 800.000 EUR ročne pre jednu firmu,..  to je príspevok na to, aby tie firmy tých ľudí zo svojich firiem neprepustili, lebo pri všetkých týchto príspevkoch platí, že môže zamestnávateľ čerpať príspevky iba na toho zamestnanca, ktorý nie je vo výpovednej dobe.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Na Slovensku sme zrazili to šírenie vírusu na 1,6 alebo 1,65. Že jeden odovzdá 1,65 človeku. V osadách tento koeficient sa ráta R0=20. Tzn., že jeden, ak by tam prišiel nakazený, odovzdá to vzhľadom na ten hygienický nízky štandard ďalším dvadsiatim ľuďom.",2020,5,Neoveriteľné
Igor Matovič,Oľano,Sobotné dialógy,"Ľudia, ktorí išli zo zahraničia na Slovensko, čo išli v autobusoch, museli ísť povinne do karantény alebo v lietadle. Museli ísť povinne do karantény, štátnej karantény na 2 týždne, kým sa zistilo, že teda naozaj sú negatívni, až potom mohli sa slobodne pohybovať po Slovensku. Bohužiaľ Pellegrini rozhodol, že ľudia, ktorí idú individuálne autami na Slovensko prichádzajú, tak tým, že sme povedali ibaže choďte teraz do domácej karantény.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Ja som rokoval o tejto veci napr. s predstaviteľmi Volkswagenu, najväčšej automobilky slovenskej, najväčšieho pomaly zamestnávateľa, platcu daní… tie firmy by fungovali ďalej, ale jasné, s prísnymi hygienickými štandardmi, ktoré napr. vo Volkswagene majú zavedené na základe informácií a štandardov, ktoré zaviedli v Číne, lebo jednoducho majú takisto svoje pobočky v Číne.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Ja som nikdy nepovedal, že ideme vypnúť ekonomiku, všetky firmy. Tie firmy, kde si to dovoliť môžu.",2020,5,Nepravda
Igor Matovič,Oľano,Sobotné dialógy,"V Číne, pokorili úplne vírus a dnes si tak strážia hranice, že vlastne každý, kto cez tie hranice ide, je otestovaný, ide do karantény je otestovaný a dnes, keď v Číne oznamujú približne 30 prípadov denne novej nákazy, tak iba 1 zvyčajne je taký, že to je ich domáci a 29 je takých, ktorých zachytili na tých hraniciach.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Eliminovať všetky možné zbytočné činnosti na nejaké tri-štyri týždne. ...také výraznejšie vypnutie, ako sme momentálne. Toto by mohlo pomôcť, toto urobili v Číne, tam, kde im to vzniklo… v jednej provincii, ale 3× väčšej ako je Slovensko provincii.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Buď teda ideme sprísňovať opatrenia a sprísnime ich trebárs iba voči dôchodcom, zavedieme zákaz vychádzania dôchodcov. Takých krajín je niekoľko desiatok po svete, ktoré toto zaviedli.",2020,5,Neoveriteľné
Igor Matovič,Oľano,Sobotné dialógy,"Stále nám vychádza, že vlastne jeden človek v priemere odovzdá ďalšiemu 1,6 človeku ten vírus. Podľa tých prepočtov matematikov a teda ľudí z toho Inštitútu zdravotnej politiky. Kým je toto číslo väčšie ako 1 znamená, že vlastne stále sa ten vírus množí.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"My ju dnes máme ako keby takú vypnutú, lebo ten blackout je také vypnutie, čiže my dnes už ten blackout máme, my už dnes máme Slovensko, ekonomiku asi o 30 % vypnutú a mobilitu, tzn. pohyb ľudí na 70 % vypnutý.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Tá pravda, ktorú dnes autorita a to je Inštitút zdravotníckej politiky, nám namaľovala v tých krivkách, tak znamená, že ak budeme mať iba prijaté tieto opatrenia, ktoré máme, tak sa tu budeme trápiť strašne dlho. V tomto móde, ako sme momentálne, zostaneme, postupne tá chorobnosť bude narastať niekde do polovičky júla, vtedy budeme mať 1000 ľudí na pľúcnych ventiláciách.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Ľuďom som to sľúbil pred voľbami, aj po voľbách, že toto bude vláda aj premiér, ktorý bude ľuďom vždy hovoriť pravdu holú, aká je.",2020,5,Pravda
